UniProtKB	Symbol	Name	Anntation_qualifier	GO_class_direct	Annotation_extension	Contributor	Organism	Evidence	Envidence_with	PANTHER_family	Type	Isoform	Reference	Date
P82932	MRPS6	"28S ribosomal protein S6, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21011	protein		Reactome:R-HSA-5419261	20140927
P82932	MRPS6	"28S ribosomal protein S6, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21011	protein		Reactome:R-HSA-5419264	20140927
P82932	MRPS6	"28S ribosomal protein S6, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21011	protein		Reactome:R-HSA-5419271	20140927
P82932	MRPS6	"28S ribosomal protein S6, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21011	protein		Reactome:R-HSA-5419273	20140927
P82932	MRPS6	"28S ribosomal protein S6, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21011	protein		Reactome:R-HSA-5419277	20140927
P82932	MRPS6	"28S ribosomal protein S6, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21011	protein		Reactome:R-HSA-5419281	20140927
P82930	MRPS34	"28S ribosomal protein S34, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR28589	protein		Reactome:R-HSA-5419261	20140927
P82930	MRPS34	"28S ribosomal protein S34, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR28589	protein		Reactome:R-HSA-5419264	20140927
P82930	MRPS34	"28S ribosomal protein S34, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR28589	protein		Reactome:R-HSA-5419271	20140927
P82930	MRPS34	"28S ribosomal protein S34, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR28589	protein		Reactome:R-HSA-5419273	20140927
P82930	MRPS34	"28S ribosomal protein S34, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR28589	protein		Reactome:R-HSA-5419277	20140927
P82930	MRPS34	"28S ribosomal protein S34, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR28589	protein		Reactome:R-HSA-5419281	20140927
Q9NRX2	MRPL17	"39S ribosomal protein L17, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR14413	protein		Reactome:R-HSA-5419261	20140927
Q9NRX2	MRPL17	"39S ribosomal protein L17, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR14413	protein		Reactome:R-HSA-5419264	20140927
Q9NRX2	MRPL17	"39S ribosomal protein L17, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR14413	protein		Reactome:R-HSA-5419271	20140927
Q9NRX2	MRPL17	"39S ribosomal protein L17, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR14413	protein		Reactome:R-HSA-5419273	20140927
Q9NRX2	MRPL17	"39S ribosomal protein L17, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR14413	protein		Reactome:R-HSA-5419277	20140927
Q9NRX2	MRPL17	"39S ribosomal protein L17, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR14413	protein		Reactome:R-HSA-5419281	20140927
Q9Y3D5	MRPS18C	"28S ribosomal protein S18c, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13479	protein		Reactome:R-HSA-5419261	20140927
Q9Y3D5	MRPS18C	"28S ribosomal protein S18c, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13479	protein		Reactome:R-HSA-5419264	20140927
Q9Y3D5	MRPS18C	"28S ribosomal protein S18c, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13479	protein		Reactome:R-HSA-5419271	20140927
Q9Y3D5	MRPS18C	"28S ribosomal protein S18c, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13479	protein		Reactome:R-HSA-5419273	20140927
Q9Y3D5	MRPS18C	"28S ribosomal protein S18c, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13479	protein		Reactome:R-HSA-5419277	20140927
Q9Y3D5	MRPS18C	"28S ribosomal protein S18c, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13479	protein		Reactome:R-HSA-5419281	20140927
Q16540	MRPL23	"39S ribosomal protein L23, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12059	protein		Reactome:R-HSA-5419261	20140927
Q16540	MRPL23	"39S ribosomal protein L23, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12059	protein		Reactome:R-HSA-5419264	20140927
Q16540	MRPL23	"39S ribosomal protein L23, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12059	protein		Reactome:R-HSA-5419271	20140927
Q16540	MRPL23	"39S ribosomal protein L23, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12059	protein		Reactome:R-HSA-5419273	20140927
Q16540	MRPL23	"39S ribosomal protein L23, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12059	protein		Reactome:R-HSA-5419277	20140927
Q16540	MRPL23	"39S ribosomal protein L23, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12059	protein		Reactome:R-HSA-5419281	20140927
P82921	MRPS21	"28S ribosomal protein S21, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21109	protein		Reactome:R-HSA-5419261	20140927
P82921	MRPS21	"28S ribosomal protein S21, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21109	protein		Reactome:R-HSA-5419264	20140927
P82921	MRPS21	"28S ribosomal protein S21, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21109	protein		Reactome:R-HSA-5419271	20140927
P82921	MRPS21	"28S ribosomal protein S21, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21109	protein		Reactome:R-HSA-5419273	20140927
P82921	MRPS21	"28S ribosomal protein S21, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21109	protein		Reactome:R-HSA-5419277	20140927
P82921	MRPS21	"28S ribosomal protein S21, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21109	protein		Reactome:R-HSA-5419281	20140927
P82914	MRPS15	"28S ribosomal protein S15, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR46685	protein		Reactome:R-HSA-5419261	20140927
P82914	MRPS15	"28S ribosomal protein S15, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR46685	protein		Reactome:R-HSA-5419264	20140927
P82914	MRPS15	"28S ribosomal protein S15, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR46685	protein		Reactome:R-HSA-5419271	20140927
P82914	MRPS15	"28S ribosomal protein S15, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR46685	protein		Reactome:R-HSA-5419273	20140927
P82914	MRPS15	"28S ribosomal protein S15, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR46685	protein		Reactome:R-HSA-5419277	20140927
P82914	MRPS15	"28S ribosomal protein S15, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR46685	protein		Reactome:R-HSA-5419281	20140927
P82912	MRPS11	"28S ribosomal protein S11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11759	protein		Reactome:R-HSA-5419261	20140927
P82912	MRPS11	"28S ribosomal protein S11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11759	protein		Reactome:R-HSA-5419264	20140927
P82912	MRPS11	"28S ribosomal protein S11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11759	protein		Reactome:R-HSA-5419271	20140927
P82912	MRPS11	"28S ribosomal protein S11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11759	protein		Reactome:R-HSA-5419273	20140927
P82912	MRPS11	"28S ribosomal protein S11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11759	protein		Reactome:R-HSA-5419277	20140927
P82912	MRPS11	"28S ribosomal protein S11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11759	protein		Reactome:R-HSA-5419281	20140927
P82909	MRPS36	"28S ribosomal protein S36, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31601	protein		Reactome:R-HSA-5419261	20140927
P82909	MRPS36	"28S ribosomal protein S36, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31601	protein		Reactome:R-HSA-5419264	20140927
P82909	MRPS36	"28S ribosomal protein S36, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31601	protein		Reactome:R-HSA-5419271	20140927
P82909	MRPS36	"28S ribosomal protein S36, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31601	protein		Reactome:R-HSA-5419273	20140927
P82909	MRPS36	"28S ribosomal protein S36, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31601	protein		Reactome:R-HSA-5419277	20140927
P82909	MRPS36	"28S ribosomal protein S36, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31601	protein		Reactome:R-HSA-5419281	20140927
P52815	MRPL12	"39S ribosomal protein L12, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR45987	protein		Reactome:R-HSA-5419261	20140927
P52815	MRPL12	"39S ribosomal protein L12, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR45987	protein		Reactome:R-HSA-5419264	20140927
P52815	MRPL12	"39S ribosomal protein L12, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR45987	protein		Reactome:R-HSA-5419271	20140927
P52815	MRPL12	"39S ribosomal protein L12, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR45987	protein		Reactome:R-HSA-5419273	20140927
P52815	MRPL12	"39S ribosomal protein L12, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR45987	protein		Reactome:R-HSA-5419277	20140927
P52815	MRPL12	"39S ribosomal protein L12, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR45987	protein		Reactome:R-HSA-5419281	20140927
Q96BP2	CHCHD1	Coiled-coil-helix-coiled-coil-helix domain-containing protein 1		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31278	protein		Reactome:R-HSA-5419261	20140927
Q96BP2	CHCHD1	Coiled-coil-helix-coiled-coil-helix domain-containing protein 1		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31278	protein		Reactome:R-HSA-5419264	20140927
Q96BP2	CHCHD1	Coiled-coil-helix-coiled-coil-helix domain-containing protein 1		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31278	protein		Reactome:R-HSA-5419271	20140927
Q96BP2	CHCHD1	Coiled-coil-helix-coiled-coil-helix domain-containing protein 1		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31278	protein		Reactome:R-HSA-5419273	20140927
Q96BP2	CHCHD1	Coiled-coil-helix-coiled-coil-helix domain-containing protein 1		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31278	protein		Reactome:R-HSA-5419277	20140927
Q96BP2	CHCHD1	Coiled-coil-helix-coiled-coil-helix domain-containing protein 1		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31278	protein		Reactome:R-HSA-5419281	20140927
Q96EY7	PTCD3	"Pentatricopeptide repeat domain-containing protein 3, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR16276	protein		Reactome:R-HSA-5419261	20140927
Q96EY7	PTCD3	"Pentatricopeptide repeat domain-containing protein 3, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR16276	protein		Reactome:R-HSA-5419264	20140927
Q96EY7	PTCD3	"Pentatricopeptide repeat domain-containing protein 3, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR16276	protein		Reactome:R-HSA-5419271	20140927
Q96EY7	PTCD3	"Pentatricopeptide repeat domain-containing protein 3, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR16276	protein		Reactome:R-HSA-5419273	20140927
Q96EY7	PTCD3	"Pentatricopeptide repeat domain-containing protein 3, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR16276	protein		Reactome:R-HSA-5419277	20140927
Q96EY7	PTCD3	"Pentatricopeptide repeat domain-containing protein 3, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR16276	protein		Reactome:R-HSA-5419281	20140927
P49406	MRPL19	"39S ribosomal protein L19, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15680	protein		Reactome:R-HSA-5419261	20140927
P49406	MRPL19	"39S ribosomal protein L19, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15680	protein		Reactome:R-HSA-5419264	20140927
P49406	MRPL19	"39S ribosomal protein L19, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15680	protein		Reactome:R-HSA-5419271	20140927
P49406	MRPL19	"39S ribosomal protein L19, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15680	protein		Reactome:R-HSA-5419273	20140927
P49406	MRPL19	"39S ribosomal protein L19, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15680	protein		Reactome:R-HSA-5419277	20140927
P49406	MRPL19	"39S ribosomal protein L19, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15680	protein		Reactome:R-HSA-5419281	20140927
Q9H0U6	MRPL18	"39S ribosomal protein L18, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12899	protein		Reactome:R-HSA-5419261	20140927
Q9H0U6	MRPL18	"39S ribosomal protein L18, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12899	protein		Reactome:R-HSA-5419264	20140927
Q9H0U6	MRPL18	"39S ribosomal protein L18, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12899	protein		Reactome:R-HSA-5419271	20140927
Q9H0U6	MRPL18	"39S ribosomal protein L18, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12899	protein		Reactome:R-HSA-5419273	20140927
Q9H0U6	MRPL18	"39S ribosomal protein L18, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12899	protein		Reactome:R-HSA-5419277	20140927
Q9H0U6	MRPL18	"39S ribosomal protein L18, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12899	protein		Reactome:R-HSA-5419281	20140927
Q96GC5	MRPL48	"39S ribosomal protein L48, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13473	protein		Reactome:R-HSA-5419261	20140927
Q96GC5	MRPL48	"39S ribosomal protein L48, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13473	protein		Reactome:R-HSA-5419264	20140927
Q96GC5	MRPL48	"39S ribosomal protein L48, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13473	protein		Reactome:R-HSA-5419271	20140927
Q96GC5	MRPL48	"39S ribosomal protein L48, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13473	protein		Reactome:R-HSA-5419273	20140927
Q96GC5	MRPL48	"39S ribosomal protein L48, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13473	protein		Reactome:R-HSA-5419277	20140927
Q96GC5	MRPL48	"39S ribosomal protein L48, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13473	protein		Reactome:R-HSA-5419281	20140927
Q9Y3B7	MRPL11	"39S ribosomal protein L11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11661	protein		Reactome:R-HSA-5419261	20140927
Q9Y3B7	MRPL11	"39S ribosomal protein L11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11661	protein		Reactome:R-HSA-5419264	20140927
Q9Y3B7	MRPL11	"39S ribosomal protein L11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11661	protein		Reactome:R-HSA-5419271	20140927
Q9Y3B7	MRPL11	"39S ribosomal protein L11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11661	protein		Reactome:R-HSA-5419273	20140927
Q9Y3B7	MRPL11	"39S ribosomal protein L11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11661	protein		Reactome:R-HSA-5419277	20140927
Q9Y3B7	MRPL11	"39S ribosomal protein L11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11661	protein		Reactome:R-HSA-5419281	20140927
Q9Y3D3	MRPS16	"28S ribosomal protein S16, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12919	protein		Reactome:R-HSA-5419261	20140927
Q9Y3D3	MRPS16	"28S ribosomal protein S16, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12919	protein		Reactome:R-HSA-5419264	20140927
Q9Y3D3	MRPS16	"28S ribosomal protein S16, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12919	protein		Reactome:R-HSA-5419271	20140927
Q9Y3D3	MRPS16	"28S ribosomal protein S16, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12919	protein		Reactome:R-HSA-5419273	20140927
Q9Y3D3	MRPS16	"28S ribosomal protein S16, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12919	protein		Reactome:R-HSA-5419277	20140927
Q9Y3D3	MRPS16	"28S ribosomal protein S16, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12919	protein		Reactome:R-HSA-5419281	20140927
Q9Y3D9	MRPS23	"28S ribosomal protein S23, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15925	protein		Reactome:R-HSA-5419261	20140927
Q9Y3D9	MRPS23	"28S ribosomal protein S23, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15925	protein		Reactome:R-HSA-5419264	20140927
Q9Y3D9	MRPS23	"28S ribosomal protein S23, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15925	protein		Reactome:R-HSA-5419271	20140927
Q9Y3D9	MRPS23	"28S ribosomal protein S23, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15925	protein		Reactome:R-HSA-5419273	20140927
Q9Y3D9	MRPS23	"28S ribosomal protein S23, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15925	protein		Reactome:R-HSA-5419277	20140927
Q9Y3D9	MRPS23	"28S ribosomal protein S23, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15925	protein		Reactome:R-HSA-5419281	20140927
Q9Y676	MRPS18B	"28S ribosomal protein S18b, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13329	protein		Reactome:R-HSA-5419261	20140927
Q9Y676	MRPS18B	"28S ribosomal protein S18b, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13329	protein		Reactome:R-HSA-5419264	20140927
Q9Y676	MRPS18B	"28S ribosomal protein S18b, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13329	protein		Reactome:R-HSA-5419271	20140927
Q9Y676	MRPS18B	"28S ribosomal protein S18b, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13329	protein		Reactome:R-HSA-5419273	20140927
Q9Y676	MRPS18B	"28S ribosomal protein S18b, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13329	protein		Reactome:R-HSA-5419277	20140927
Q9Y676	MRPS18B	"28S ribosomal protein S18b, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13329	protein		Reactome:R-HSA-5419281	20140927
Q96DV4	MRPL38	"39S ribosomal protein L38, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11362	protein		Reactome:R-HSA-5419261	20140927
Q96DV4	MRPL38	"39S ribosomal protein L38, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11362	protein		Reactome:R-HSA-5419264	20140927
Q96DV4	MRPL38	"39S ribosomal protein L38, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11362	protein		Reactome:R-HSA-5419271	20140927
Q96DV4	MRPL38	"39S ribosomal protein L38, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11362	protein		Reactome:R-HSA-5419273	20140927
Q96DV4	MRPL38	"39S ribosomal protein L38, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11362	protein		Reactome:R-HSA-5419277	20140927
Q96DV4	MRPL38	"39S ribosomal protein L38, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11362	protein		Reactome:R-HSA-5419281	20140927
Q92665	MRPS31	"28S ribosomal protein S31, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13231	protein		Reactome:R-HSA-5419261	20140927
Q92665	MRPS31	"28S ribosomal protein S31, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13231	protein		Reactome:R-HSA-5419264	20140927
Q92665	MRPS31	"28S ribosomal protein S31, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13231	protein		Reactome:R-HSA-5419271	20140927
Q92665	MRPS31	"28S ribosomal protein S31, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13231	protein		Reactome:R-HSA-5419273	20140927
Q92665	MRPS31	"28S ribosomal protein S31, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13231	protein		Reactome:R-HSA-5419277	20140927
Q92665	MRPS31	"28S ribosomal protein S31, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13231	protein		Reactome:R-HSA-5419281	20140927
Q8TCC3	MRPL30	"39S ribosomal protein L30, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15892	protein		Reactome:R-HSA-5419261	20140927
Q8TCC3	MRPL30	"39S ribosomal protein L30, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15892	protein		Reactome:R-HSA-5419264	20140927
Q8TCC3	MRPL30	"39S ribosomal protein L30, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15892	protein		Reactome:R-HSA-5419271	20140927
Q8TCC3	MRPL30	"39S ribosomal protein L30, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15892	protein		Reactome:R-HSA-5419273	20140927
Q8TCC3	MRPL30	"39S ribosomal protein L30, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15892	protein		Reactome:R-HSA-5419277	20140927
Q8TCC3	MRPL30	"39S ribosomal protein L30, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15892	protein		Reactome:R-HSA-5419281	20140927
Q9BZE1	MRPL37	"39S ribosomal protein L37, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15889	protein		Reactome:R-HSA-5419261	20140927
Q9BZE1	MRPL37	"39S ribosomal protein L37, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15889	protein		Reactome:R-HSA-5419264	20140927
Q9BZE1	MRPL37	"39S ribosomal protein L37, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15889	protein		Reactome:R-HSA-5419271	20140927
Q9BZE1	MRPL37	"39S ribosomal protein L37, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15889	protein		Reactome:R-HSA-5419273	20140927
Q9BZE1	MRPL37	"39S ribosomal protein L37, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15889	protein		Reactome:R-HSA-5419277	20140927
Q9BZE1	MRPL37	"39S ribosomal protein L37, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15889	protein		Reactome:R-HSA-5419281	20140927
Q86TS9	MRPL52	"39S ribosomal protein L52, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR34090	protein		Reactome:R-HSA-5419261	20140927
Q86TS9	MRPL52	"39S ribosomal protein L52, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR34090	protein		Reactome:R-HSA-5419264	20140927
Q86TS9	MRPL52	"39S ribosomal protein L52, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR34090	protein		Reactome:R-HSA-5419271	20140927
Q86TS9	MRPL52	"39S ribosomal protein L52, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR34090	protein		Reactome:R-HSA-5419273	20140927
Q86TS9	MRPL52	"39S ribosomal protein L52, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR34090	protein		Reactome:R-HSA-5419277	20140927
Q86TS9	MRPL52	"39S ribosomal protein L52, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR34090	protein		Reactome:R-HSA-5419281	20140927
